PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13
0.05173910760826252,2.624022040350804,0.9900538655467637,-3.479327552972592,-0.36277276086528976,-1.6958364513132307,-0.13570610742707778,-0.7397753933914445,-0.5360368666350044,-0.9676743273900352,-0.5303787981959228,0.4691276888561331,-0.41263075998780635
0.81744059381244,-0.730374576464501,-0.23592842294451918,-2.767545446282356,-2.2584040069511415,0.8084140798785466,-0.10444525487720341,-1.503699687441341,1.2900944559647805,-1.1113701619946472,-0.3423661991169268,0.4697769810324405,-0.23865428384855478
2.0575993225549127,-0.039098446311255385,-0.5198386535344337,-0.08119845108795588,-0.8604157802619945,-0.7527825927542579,-0.13391504763811213,0.09534266163044684,1.2799452086259753,1.189688145981291,0.3680361523395267,0.1575615339167719,1.1037727873224512
1.9030431846461966,-0.5967008772452735,0.07620366913624749,0.08262384588343223,0.2351410730817244,0.5002923385343652,-0.13687844025137968,0.17177311848571275,-0.16465168848204817,-0.7029234660714042,-0.6095325370019112,1.1527723764810174,0.14785689529310048
0.7683706199246919,0.4125454959715788,-2.1874550612847776,1.9885099278287313,-0.017447753719238707,0.07421933096431524,1.4335444957284595,-0.6159005350019675,-0.21996545351486607,-0.8715287764318996,0.5259892261167056,0.969506359791207,0.07650368097888022
1.000639856772277,-0.2336924136811869,-0.8038769195517206,-1.3111507098805606,1.1473211755587136,-0.6974667557023307,0.08263052840259862,1.1543916720457799,0.6361062795918964,-0.892922095663508,-1.4461226005558454,0.361365593953669,-0.6696129243131904
0.5913504713872829,1.6379495862731284,-1.3640921471834808,-0.019153840471230144,-1.1266033954576489,-0.47674861963296244,-0.3770325041881026,-0.0914768046676253,0.31222780938575306,0.40956437293779246,-0.3079905780192012,-0.010532383794565274,-0.004592429426808641
2.0019549936142047,-1.3296437523489004,0.46750544704724534,0.8738990979274069,-0.6480145100982801,1.0598621816301745,0.3542962129985342,-0.2766669008044583,-0.5061742983666591,-0.030704882019747158,-0.42745362166061496,-0.06282635488672572,0.046152399918162154
1.2361231457976978,1.0680557067220857,2.592751367480732,-0.9971850049542432,0.007555461198866472,1.0765956376163597,2.207215969664505,0.9118589824632908,-0.5268210645085456,0.6136955524126209,-0.4573379645263852,-0.3033228763446442,0.5865515000365216
1.690869315622218,0.018412193320609414,0.7599047853926346,-1.3781849847447565,0.10075924058626273,0.9781656090083541,0.02159034713926688,1.570009723302139,0.32431327544653715,-0.3802366481564926,-0.030237035276870085,1.0020984695837811,0.5525141728239886
