PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,target
0.6030235093056049,2.2919138069064884,2.847153104148408,-2.3358756258511804,-0.21167593950493113,-1.6768085553474996,-0.1385548356071919,-0.7311531344040808,-0.688439857764008,-0.9161485753939504,-0.5661519554244566,0.4642618163033126,0.91731314971178
-0.47858819707537037,-0.9884163618026844,1.492666531381149,-2.2395016564613606,-2.282193926042607,0.673715527384016,-0.10702943264795212,-1.5934949498947297,1.161419236387438,-1.218926992651372,-0.4036854993803767,0.23037127351892886,0.91731314971178
-1.8476554500006275,0.020558532503690868,-0.3532515492473767,-0.44810689260050723,-0.8521357529633204,-0.843831394766391,-0.07565475750383494,0.020138440635568085,1.307607092975282,1.1005746957471834,0.4135510024613526,0.09493059975264512,0.91731314971178
-1.7243771927981792,-0.4900396449277122,0.026776161280072243,0.13426823402514998,0.24869009677876902,0.5423976264755529,-0.1691217175540422,0.18539494629285933,-0.06919815286746384,-0.7356768792888531,-0.6176069552417207,1.076787677115879,0.91731314971178
-0.4032878671074688,0.278692598391268,-2.9019965867545694,0.4337008494132315,-0.1101591944303568,0.053437161125211276,1.4276338899996415,-0.6119228147862267,-0.33227823162132314,-0.8701619178244016,0.4282238869419183,0.8900456241642247,0.91731314971178
-0.6611402053563493,-0.39748232917239973,0.10141147938602219,-1.4861569242949437,1.1695427779030405,-0.6652541052134339,0.1328230225377733,1.1045346331956254,0.6935598146156149,-0.9771240655790847,-1.512499292238424,0.1416046288558591,0.91731314971178
-0.10360783018797581,1.425893685530019,-1.076216085437442,-0.8783901307296227,-1.164693453686138,-0.5915590074252093,-0.3382942032468314,-0.10545623555732717,0.2721565542322527,0.39452515177105024,-0.37187150845853356,-0.09939436237540648,0.91731314971178
-1.917251833209614,-1.1455546726488957,-0.06896261383289531,1.105922674775934,-0.6458883118219508,1.0885058905616805,0.28177949163017957,-0.2435593002588741,-0.38984709647353893,-0.031016184418197083,-0.4908171061216205,-0.21713030641947265,0.91731314971178
-0.9096781801423119,1.1848041667417466,2.682576888532849,0.6261363143218899,0.06392146891389248,1.194220610560524,2.1482889509192096,0.9179016542035873,-0.33908618537770663,0.6150700873818665,-0.4922270110911792,-0.4725631703659365,0.91731314971178
-1.4270157661037208,0.06381230162262672,1.3974389575616164,-0.7424992413519105,0.10059869475382037,0.9980115593148603,0.02567219508347941,1.5454492288813437,0.4943565107037985,-0.45550751899279385,0.002773163977746242,0.9043026848475578,0.91731314971178
